year,dateTime,bias,crime_Category,offense1,description,borough,precinct,month_bin,index_
2022,2022-02-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,38,1
2022,2022-05-02,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,41,1
2022,2022-06-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,42,1
2022,2022-10-24,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,46,1
2022,2022-02-14,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,28,38,1
2022,2022-05-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,33,41,1
2022,2022-08-15,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,34,44,1
2023,2023-03-14,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,51,1
2023,2023-05-08,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,53,1
2023,2023-10-15,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,58,1
2023,2023-10-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,58,1
2023,2023-11-21,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,59,1
2023,2023-12-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,60,1
2023,2023-12-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,60,1
2023,2023-12-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,60,1
2023,2023-11-15,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,20,59,1
2023,2023-06-14,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,22,54,1
2023,2023-11-02,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,22,59,1
2023,2023-09-14,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,24,57,1
2023,2023-03-16,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,51,1
2023,2023-10-27,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,58,1
2023,2023-11-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,59,1
2023,2023-12-11,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,60,1
2023,2023-09-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,33,57,1
2023,2023-03-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,34,51,1
2024,2024-01-28,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,61,1
2024,2024-03-01,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,63,1
2024,2024-03-22,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,63,1
2024,2024-04-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,64,1
2024,2024-05-21,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,19,65,1
2024,2024-04-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,20,64,1
2024,2024-01-28,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,24,61,1
2024,2024-03-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,24,63,1
2024,2024-03-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,24,63,1
2024,2024-03-05,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,63,1
2024,2024-04-04,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,64,1
2024,2024-05-22,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,26,65,1
2019,2019-05-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,73,5,1
2019,2019-08-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,73,8,1
2019,2019-11-07,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,73,11,1
2019,2019-08-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,75,8,1
2019,2019-10-04,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,75,10,1
2019,2019-08-20,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,77,8,1
2019,2019-01-13,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,79,1,1
2019,2019-02-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,79,2,1
2019,2019-05-01,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,79,5,1
2019,2019-03-14,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,83,3,1
2019,2019-04-07,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,4,1
2019,2019-05-02,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,5,1
2019,2019-08-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,88,8,1
2019,2019-10-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,88,10,1
2019,2019-05-30,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,5,1
2019,2019-09-22,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,9,1
2019,2019-10-27,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,10,1
2019,2019-01-28,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,1,1
2019,2019-01-31,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,1,1
2019,2019-03-13,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,3,1
2019,2019-03-16,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,3,1
2019,2019-12-22,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,12,1
2020,2020-02-25,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,73,14,1
2020,2020-03-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,73,15,1
2020,2020-11-20,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,77,23,1
2020,2020-08-04,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,20,1
2020,2020-01-15,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,88,13,1
2020,2020-02-12,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,88,14,1
2020,2020-01-02,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,13,1
2021,2021-03-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,27,1
2021,2021-05-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,29,1
2021,2021-10-30,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,34,1
2021,2021-10-30,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,34,1
2021,2021-04-24,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,28,1
2022,2022-01-05,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,83,37,1
2022,2022-04-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,40,1
2022,2022-10-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,46,1
2022,2022-11-15,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,47,1
2022,2022-10-14,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,88,46,1
2022,2022-06-24,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,42,1
2022,2022-09-13,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,45,1
2023,2023-03-18,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,73,51,1
2023,2023-10-16,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,75,58,1
2023,2023-06-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,77,54,1
2023,2023-11-29,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,77,59,1
2023,2023-10-30,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,79,58,1
2023,2023-12-15,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,79,60,1
2023,2023-10-13,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,83,58,1
2023,2023-01-20,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,49,1
2023,2023-10-29,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,58,1
2023,2023-11-08,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,88,59,1
2023,2023-06-13,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,54,1
2023,2023-10-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,58,1
2023,2023-02-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,50,1
2024,2024-05-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,83,65,1
2024,2024-06-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,83,66,1
2024,2024-03-15,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,63,1
2024,2024-03-27,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,84,63,1
2024,2024-05-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,90,65,1
2024,2024-06-13,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,94,66,1
2019,2019-01-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,1,1
2019,2019-02-25,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,2,1
2019,2019-02-27,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,2,1
2019,2019-04-16,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,4,1
2019,2019-06-20,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,6,1
2019,2019-07-31,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,7,1
2019,2019-09-11,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,9,1
2019,2019-11-21,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,11,1
2019,2019-05-18,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,5,1
2019,2019-06-02,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,6,1
2019,2019-06-14,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,6,1
2019,2019-08-03,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,8,1
2019,2019-12-11,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,12,1
2019,2019-05-20,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,5,1
2019,2019-05-01,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,63,5,1
2019,2019-06-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,6,1
2019,2019-09-25,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,9,1
2019,2019-11-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,11,1
2019,2019-08-20,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,67,8,1
2019,2019-05-07,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,5,1
2019,2019-12-31,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,71,12,1
2019,2019-02-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,72,2,1
2019,2019-08-28,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,72,8,1
2019,2019-01-29,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,78,1,1
2019,2019-12-27,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,78,12,1
2020,2020-02-08,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,14,1
2020,2020-03-04,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,63,15,1
2020,2020-02-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,14,1
2020,2020-08-16,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,20,1
2020,2020-09-21,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,21,1
2020,2020-10-27,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,68,22,1
2020,2020-02-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,14,1
2020,2020-02-24,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,14,1
2020,2020-04-30,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,16,1
2020,2020-05-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,17,1
2020,2020-08-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,20,1
2020,2020-12-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,24,1
2020,2020-01-22,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,72,13,1
2020,2020-03-07,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,72,15,1
2020,2020-12-18,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,72,24,1
2021,2021-03-20,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,27,1
2021,2021-12-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,36,1
2021,2021-04-07,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,28,1
2021,2021-11-07,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,35,1
2021,2021-05-22,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,63,29,1
2021,2021-02-03,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,26,1
2021,2021-04-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,28,1
2021,2021-12-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,36,1
2021,2021-10-20,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,68,34,1
2021,2021-12-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,68,36,1
2021,2021-12-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,36,1
2021,2021-12-21,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,78,36,1
2022,2022-03-07,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,39,1
2022,2022-03-08,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,39,1
2022,2022-03-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,39,1
2022,2022-03-24,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,39,1
2022,2022-03-31,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,39,1
2022,2022-04-24,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,40,1
2022,2022-04-29,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,40,1
2022,2022-05-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,41,1
2022,2022-09-29,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,45,1
2022,2022-10-24,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,46,1
2022,2022-02-12,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,38,1
2022,2022-11-01,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,47,1
2022,2022-11-14,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,47,1
2022,2022-11-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,47,1
2022,2022-05-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,41,1
2022,2022-05-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,41,1
2022,2022-05-25,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,41,1
2022,2022-08-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,44,1
2022,2022-09-18,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,45,1
2022,2022-10-24,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,46,1
2022,2022-11-25,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,47,1
2022,2022-12-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,48,1
2022,2022-06-17,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,72,42,1
2023,2023-04-02,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,52,1
2023,2023-04-25,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,52,1
2023,2023-05-01,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,53,1
2023,2023-05-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,53,1
2023,2023-11-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,59,1
2023,2023-02-16,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,50,1
2023,2023-10-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,58,1
2023,2023-11-08,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,59,1
2023,2023-04-04,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,52,1
2023,2023-11-07,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,59,1
2023,2023-12-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,60,1
2023,2023-01-05,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,49,1
2023,2023-04-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,52,1
2023,2023-06-26,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,54,1
2023,2023-10-28,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,58,1
2023,2023-03-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,51,1
2023,2023-03-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,51,1
2023,2023-03-27,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,51,1
2023,2023-10-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,58,1
2023,2023-12-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,71,60,1
2023,2023-10-30,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,72,58,1
2023,2023-12-10,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,78,60,1
2024,2024-05-29,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,65,1
2024,2024-02-04,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,62,1
2024,2024-02-06,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,62,1
2024,2024-02-19,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,62,1
2024,2024-03-08,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,63,1
2024,2024-05-09,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,65,1
2024,2024-05-21,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,61,65,1
2024,2024-05-13,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,65,1
2024,2024-05-23,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,65,1
2024,2024-05-31,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,65,1
2024,2024-06-03,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,66,1
2024,2024-06-18,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,62,66,1
2024,2024-01-03,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,61,1
2024,2024-03-13,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,63,1
2024,2024-05-21,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,65,1
2024,2024-06-16,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,66,1
2024,2024-06-16,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,66,66,1
2024,2024-05-25,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,68,65,1
2024,2024-06-03,Jewish,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,70,66,1
2019,2019-12-04,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,1,12,1
2019,2019-03-12,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,13,3,1
2019,2019-12-12,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,13,12,1
2019,2019-03-05,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,14,3,1
2019,2019-05-08,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,14,5,1
2019,2019-04-21,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,20,4,1
2019,2019-01-14,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,33,1,1
2019,2019-10-13,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,66,10,1
2019,2019-11-04,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,66,11,1
2019,2019-12-24,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,71,12,1
2019,2019-04-13,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,78,4,1
2019,2019-10-02,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,79,10,1
2019,2019-03-12,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,94,3,1
2019,2019-10-28,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Queens,103,10,1
2019,2019-05-08,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Queens,107,5,1
2019,2019-08-03,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Queens,112,8,1
2020,2020-03-08,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,18,15,1
2020,2020-03-08,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,19,15,1
2020,2020-01-10,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,60,13,1
2020,2020-11-11,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,70,23,1
2020,2020-01-17,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,79,13,1
2020,2020-07-23,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,79,19,1
2020,2020-07-23,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,79,19,1
2020,2020-09-16,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Brooklyn,94,21,1
2020,2020-02-06,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Queens,107,14,1
2021,2021-06-03,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,6,30,1
2021,2021-06-06,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,13,30,1
2021,2021-09-25,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,13,33,1
2021,2021-05-21,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,14,29,1
2021,2021-05-21,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,14,29,1
2021,2021-05-24,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,14,29,1
2021,2021-04-21,Jewish,Misdemeanor,Aggravated Harassment 2,Aggravated Harassment 2,Manhattan,18,28,1
